dataset_key,dataset_name,target_player,direction,k,trial,exposure_index,model_a,model_b,both_active,influence_decision,rigging_decision,same_decision,influence_rows_added,rigging_rows_added,influence_success_after_step,rigging_success_after_step,influence_rank_after_step,rigging_rank_after_step,initial_rank
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,1,Andrey Rublev,Alexander Zverev,True,model_b,model_b,True,1,1,False,False,6,6,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,2,Novak Djokovic,Taylor Fritz,True,model_b,model_b,True,1,1,False,False,6,6,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,3,Holger Rune,Andrey Rublev,True,model_a,model_b,False,1,1,False,False,6,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,4,Carlos Alcaraz,Hubert Hurkacz,True,model_a,model_a,True,1,1,False,False,6,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,5,Holger Rune,Taylor Fritz,True,model_b,model_b,True,1,1,False,False,7,6,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,6,Novak Djokovic,Taylor Fritz,True,model_b,model_a,False,1,1,False,False,7,6,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,7,Novak Djokovic,Carlos Alcaraz,True,model_b,model_b,True,1,1,False,False,7,6,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,8,Stefanos Tsitsipas,Taylor Fritz,True,model_b,model_a,False,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,9,Hubert Hurkacz,Alexander Zverev,True,model_b,model_b,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,10,Jannik Sinner,Novak Djokovic,True,model_b,model_b,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,11,Stefanos Tsitsipas,Andrey Rublev,True,model_a,model_a,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,12,Andrey Rublev,Daniil Medvedev,True,model_a,model_a,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,13,Holger Rune,Andrey Rublev,True,model_a,model_a,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,14,Andrey Rublev,Daniil Medvedev,True,model_a,model_a,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,15,Stefanos Tsitsipas,Carlos Alcaraz,True,model_a,model_a,True,1,1,False,False,7,5,6
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),Alexander Zverev,promote,3,0,16,Hubert Hurkacz,Daniil Medvedev,True,model_a,model_a,True,1,1,False,False,7,5,6
